Language,Rank,Term,CorpusCount,ReportCountInLanguage
tr,12,izlendi,682,546
tr,13,grade,663,546
tr,14,çapraz bağ,654,546
tr,15,sıvı,590,546
tr,16,arka,562,546
tr,17,kemik,521,546
tr,18,dejenerasyon,515,546
tr,19,kollateral,508,546
tr,20,izlenmiştir,508,546
tr,21,artışı,504,546
tr,22,sinyal,489,546
tr,23,patellar,460,546
tr,24,lateral menisküs,458,546
tr,25,yırtık,422,546
tr,26,arka çapraz,414,546
tr,27,medial kollateral,411,546
tr,28,bulgular,400,546
tr,29,patella,399,546
tr,30,hafif,398,546
tr,31,ligaman,395,546
tr,32,kuadriseps,395,546
tr,33,ön,393,546
tr,34,kollateral ligaman,388,546
tr,35,mrg,370,546
tr,36,di,370,546
tr,37,di mrg,370,546
tr,38,protokolü,368,546
tr,39,tetkik,368,546
tr,40,tetkik protokolü,368,546
tr,41,mrg tetkik,368,546
tr,42,çok düzlemli,367,546
tr,43,düzlemli,367,546
tr,44,düzlemli çok,367,546
tr,45,protokolü çok,367,546
tr,46,çok sekanslı,365,546
tr,47,sekanslı,365,546
tr,48,sekanslı bulgular,365,546
tr,49,sıvı artışı,361,546
tr,50,ön çapraz,357,546
tr,51,distal,356,546
tr,52,ligaman normaldir,353,546
tr,53,ile,350,546
tr,54,medial menisküs,342,546
tr,55,ve patellar,337,546
tr,56,ve medial,334,546
tr,57,distal kuadriseps,332,546
tr,58,menisküste,327,546
tr,59,bağ lateral,319,546
tr,60,posterior,315,546
tr,61,ii,309,546
tr,62,devamsızlık,308,546
tr,63,yoktur,307,546
tr,64,retinaküler,304,546
tr,65,devamsızlık yoktur,304,546
tr,66,retinaküler devamsızlık,304,546
tr,67,kuadriseps ve,299,546
tr,68,tendonlar,297,546
tr,69,grade ii,297,546
tr,70,tendonlar normaldir,296,546
tr,71,patellar tendonlar,294,546
tr,72,medyal,279,546
tr,73,mevcuttur,272,546
tr,74,lateral ve,271,546
tr,75,yerleşimlidir,269,546
tr,76,normal yerleşimlidir,269,546
tr,77,patella normal,269,546
tr,78,normaldir patella,268,546
tr,79,eklemi,266,546
tr,80,diz eklemi,265,546
tr,81,oluşturan,259,546
tr,82,yerleşimlidir retinaküler,259,546
tr,83,eklemini,258,546
tr,84,diz eklemini,258,546
tr,85,eklemini oluşturan,253,546
tr,86,anterior,250,546
tr,87,korunmuş,245,546
tr,88,femoral,242,546
tr,89,düzeyinde,240,546
tr,90,doğaldır,238,546
tr,91,mm,232,546
tr,92,yan,230,546
tr,93,oluşturan kemik,228,546
tr,94,uyumlu,225,546
tr,95,bulgular lateral,221,546
tr,96,ve arka,215,546
tr,97,bağlar,214,546
tr,98,ile uyumlu,214,546
tr,99,suprapatellar,214,546
tr,100,subkondral,213,546
