StudyInstanceUID,SeriesInstanceUID,Status,MetadataPlane,GeometryPlane,GeometryConfidence,PlaneMatch,PlaneUsed,TargetOrientation,OrientationTransform,MinOrientationAlignment,OriginalSliceCount,RequestedSelectedSlices,EncodedSliceCount,DecodeFailures,PhysicalSpanMM
1.2.826.0.1.3680043.8.498.17663005209256897892831319144686413853,1.2.826.0.1.3680043.8.498.57847201874433701438006051707515630955,OK,Coronal,Coronal,0.9825266679750299,True,Coronal,IL,none,0.9848072418684264,18,18,18,0,81.60000001854823
1.2.826.0.1.3680043.8.498.17663005209256897892831319144686413853,1.2.826.0.1.3680043.8.498.12162127607634972851898381243145573191,OK,Sagittal,Sagittal,0.9698768435696499,True,Sagittal,IP,none,0.969876859381055,19,19,19,0,79.20000031833678
1.2.826.0.1.3680043.8.498.17663005209256897892831319144686413853,1.2.826.0.1.3680043.8.498.84216940881041294908338306330925043840,OK,Sagittal,Sagittal,0.9698768435696499,True,Sagittal,IP,none,0.969876859381055,23,23,23,0,89.09999689503866
1.2.826.0.1.3680043.8.498.17691941055331862184525411493110144433,1.2.826.0.1.3680043.8.498.52559014864932461071840583487131394898,OK,Axial,Axial,0.9925923167292512,True,Axial,PL,none,0.9817183977387106,33,24,24,0,144.00039894711472
1.2.826.0.1.3680043.8.498.17691941055331862184525411493110144433,1.2.826.0.1.3680043.8.498.13289971568085285202641440452640579046,OK,Coronal,Coronal,0.9888081839678456,True,Coronal,IL,none,0.9907071387428444,35,24,24,0,112.2002430732042
1.2.826.0.1.3680043.8.498.17691941055331862184525411493110144433,1.2.826.0.1.3680043.8.498.89054571801921632637258156983078091295,OK,Coronal,Coronal,0.9888081839678456,True,Coronal,IL,none,0.9907071387428444,35,24,24,0,112.2002226128397
1.2.826.0.1.3680043.8.498.17691941055331862184525411493110144433,1.2.826.0.1.3680043.8.498.96858718945465959561625853152537364727,OK,Sagittal,Sagittal,0.9938818587689802,True,Sagittal,IP,none,0.9956835322433802,47,24,24,0,101.20005743716808
1.2.826.0.1.3680043.8.498.17691941055331862184525411493110144433,1.2.826.0.1.3680043.8.498.11732967989180760655680098537090895223,OK,Sagittal,Sagittal,0.9938818587689802,True,Sagittal,IP,none,0.9956835322433802,47,24,24,0,101.19983727153141
1.2.826.0.1.3680043.8.498.17741907690913585163443565102293192244,1.2.826.0.1.3680043.8.498.45852534962379304084567914948764204561,OK,Axial,Axial,0.998053912111973,True,Axial,PL,none,0.9980495189502614,36,24,24,0,115.50007358232338
1.2.826.0.1.3680043.8.498.17741907690913585163443565102293192244,1.2.826.0.1.3680043.8.498.10372005409589310670542007822090048567,OK,Coronal,Coronal,0.9953612067208512,True,Coronal,IL,none,0.9963179609401123,35,24,24,0,112.20004989827744
1.2.826.0.1.3680043.8.498.17741907690913585163443565102293192244,1.2.826.0.1.3680043.8.498.45777799229604650046722969156748188196,OK,Coronal,Coronal,0.8481349577896764,True,Coronal,IL,none,0.8521420398743857,25,24,24,0,86.40001426895203
1.2.826.0.1.3680043.8.498.17741907690913585163443565102293192244,1.2.826.0.1.3680043.8.498.49841125628177011687161382959794109178,OK,Coronal,Coronal,0.9953612067208512,True,Coronal,IL,none,0.9963179609401123,35,24,24,0,112.20004989827743
1.2.826.0.1.3680043.8.498.17741907690913585163443565102293192244,1.2.826.0.1.3680043.8.498.45811295000749768865545347680575845698,OK,Sagittal,Sagittal,0.9945772939329414,True,Sagittal,IP,none,0.9945772939329413,33,24,24,0,105.59960817900003
1.2.826.0.1.3680043.8.498.17741907690913585163443565102293192244,1.2.826.0.1.3680043.8.498.12953148585222632459882066976644636129,OK,Sagittal,Sagittal,0.9945772939329128,True,Sagittal,IP,none,0.9945772939329413,33,24,24,0,105.59950872130003
1.2.826.0.1.3680043.8.498.17768582402712001917772688462080201650,1.2.826.0.1.3680043.8.498.13373776628240438275030497598409258470,OK,Axial,Axial,0.9953653404132984,True,Axial,PL,none,0.9875588809480855,29,24,24,0,125.99991175091051
1.2.826.0.1.3680043.8.498.17768582402712001917772688462080201650,1.2.826.0.1.3680043.8.498.19404812819230864885303098706606274688,OK,Axial,Axial,0.9953653404132984,True,Axial,PL,none,0.9875588809480855,29,24,24,0,125.99991175091051
1.2.826.0.1.3680043.8.498.17768582402712001917772688462080201650,1.2.826.0.1.3680043.8.498.55745576929599884990812107490931256299,OK,Axial,Axial,0.9953653404132984,True,Axial,PL,none,0.9875588809480855,29,24,24,0,125.99991175091051
1.2.826.0.1.3680043.8.498.17768582402712001917772688462080201650,1.2.826.0.1.3680043.8.498.45749044998377845507398973108555028784,OK,Coronal,Coronal,0.9917395472341574,True,Coronal,IL,none,0.9943704098865157,30,24,24,0,115.99995696148768
1.2.826.0.1.3680043.8.498.17768582402712001917772688462080201650,1.2.826.0.1.3680043.8.498.66328090334478063137101654819070723636,OK,Coronal,Coronal,0.9917395472341574,True,Coronal,IL,none,0.9943704098865157,30,24,24,0,115.99995696148768
1.2.826.0.1.3680043.8.498.17768582402712001917772688462080201650,1.2.826.0.1.3680043.8.498.13430805535024900189027762239634229333,OK,Sagittal,Sagittal,0.9702196804329799,True,Sagittal,IP,none,0.9676354783309337,25,24,24,0,96.00047709756817
1.2.826.0.1.3680043.8.498.17768582402712001917772688462080201650,1.2.826.0.1.3680043.8.498.12023525097305968650090822258728072936,OK,Sagittal,Sagittal,0.9702179447492922,True,Sagittal,IP,none,0.9676335593043335,25,24,24,0,96.00024409800253
1.2.826.0.1.3680043.8.498.17769942698581399165275319502954100325,1.2.826.0.1.3680043.8.498.51739921450454049332233713072513358332,OK,Axial,Axial,0.9967588057322324,True,Axial,PL,none,0.9967588057322324,30,24,24,0,127.600003398951
1.2.826.0.1.3680043.8.498.17769942698581399165275319502954100325,1.2.826.0.1.3680043.8.498.84708640769448954628924463003333037496,OK,Coronal,Coronal,0.9860509048660074,True,Coronal,IL,none,0.9922556613800676,28,24,24,0,99.90000364064674
1.2.826.0.1.3680043.8.498.17769942698581399165275319502954100325,1.2.826.0.1.3680043.8.498.86524909468217504800966262505430683747,OK,Sagittal,Sagittal,0.9721369202216092,True,Sagittal,IP,none,0.9702282225523595,30,24,24,0,95.69999305779078
1.2.826.0.1.3680043.8.498.17769942698581399165275319502954100325,1.2.826.0.1.3680043.8.498.72457850081559011575332841348131640584,OK,Sagittal,Sagittal,0.9721369202216092,True,Sagittal,IP,none,0.9702282225523595,30,24,24,0,95.69999305779078
1.2.826.0.1.3680043.8.498.17813878802252660525798053577039470087,1.2.826.0.1.3680043.8.498.13077505765962403036915385430279976143,OK,Axial,Axial,0.997075897767241,True,Axial,PL,none,0.9971284152692615,34,24,24,0,145.20000776539717
1.2.826.0.1.3680043.8.498.17813878802252660525798053577039470087,1.2.826.0.1.3680043.8.498.10036917905605875091613000644802338374,OK,Coronal,Coronal,0.9922073373704444,True,Coronal,IL,none,0.9929634535020038,32,24,24,0,108.49999611271795
1.2.826.0.1.3680043.8.498.17813878802252660525798053577039470087,1.2.826.0.1.3680043.8.498.11312375484740331444545859566243567873,OK,Sagittal,Sagittal,1.0,True,Sagittal,IP,none,1.0,25,24,24,0,93.60000229
1.2.826.0.1.3680043.8.498.17813878802252660525798053577039470087,1.2.826.0.1.3680043.8.498.11951249737703568493939239564249023050,OK,Sagittal,Sagittal,1.0,True,Sagittal,IP,none,1.0,25,24,24,0,93.60000229
1.2.826.0.1.3680043.8.498.17813878802252660525798053577039470087,1.2.826.0.1.3680043.8.498.11067351060599717646765478308674261078,OK,Sagittal,Sagittal,1.0,True,Sagittal,IP,none,1.0,25,24,24,0,93.60000229
1.2.826.0.1.3680043.8.498.17836815413824722543229791044312174885,1.2.826.0.1.3680043.8.498.11387702157879695178515238460511552056,OK,Axial,Axial,0.9793599449765797,True,Axial,PL,none,0.9768373926744346,18,18,18,0,43.78364181518505
1.2.826.0.1.3680043.8.498.17836815413824722543229791044312174885,1.2.826.0.1.3680043.8.498.79552337006121533103486847129326988707,OK,Axial,Axial,0.9923811230209763,True,Axial,PL,none,0.9905685191106057,20,20,20,0,114.00000604458816
1.2.826.0.1.3680043.8.498.17836815413824722543229791044312174885,1.2.826.0.1.3680043.8.498.35108987562543000396562068226962838786,OK,Coronal,Coronal,0.9964064898955262,True,Coronal,IL,none,0.996619517200247,20,20,20,0,94.99999775878841
1.2.826.0.1.3680043.8.498.17836815413824722543229791044312174885,1.2.826.0.1.3680043.8.498.30864565725024122165661506827078690290,OK,Coronal,Coronal,0.9964064898955262,True,Coronal,IL,none,0.996619517200247,20,20,20,0,94.99999775878226
1.2.826.0.1.3680043.8.498.17836815413824722543229791044312174885,1.2.826.0.1.3680043.8.498.65390092992629763088019505823185515105,OK,Sagittal,Sagittal,0.999351100208526,True,Sagittal,IP,none,0.9964451675843442,27,24,24,0,93.59999147532528
1.2.826.0.1.3680043.8.498.17836815413824722543229791044312174885,1.2.826.0.1.3680043.8.498.88272503889536046439528715136485625313,OK,Sagittal,Sagittal,0.999351100208526,True,Sagittal,IP,none,0.9964451675843442,27,24,24,0,96.20000240104754
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.42927162914563423947167748937620376779,OK,Axial,Axial,0.9991682707989442,True,Axial,PL,none,0.9906641985428368,30,24,24,0,115.99984153271194
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.18449110770459991745936951397216109055,OK,Coronal,Coronal,0.9932281996265357,True,Coronal,IL,none,0.9932281996265357,30,24,24,0,116.00021328562008
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.95606550916008567790627612199625980395,OK,Coronal,Coronal,0.9932281996265357,True,Coronal,IL,none,0.9932281996265357,30,24,24,0,116.00021328562008
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.11261251202884490916489531421908521865,OK,Coronal,Coronal,0.9932281996265357,True,Coronal,IL,none,0.9932281996265357,30,24,24,0,116.00163267626577
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.43772087715797110907700007293827052431,OK,Sagittal,Sagittal,0.9930135450150328,True,Sagittal,IP,none,0.9930135450150328,28,24,24,0,107.99959701577103
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.91788561458986377357724485302758393770,OK,Sagittal,Sagittal,0.9930135450150328,True,Sagittal,IP,none,0.9930135450150328,28,24,24,0,107.99960061694715
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.12647596472796287171744368208436290003,OK,Sagittal,Sagittal,0.9929321404728758,True,Sagittal,IP,none,0.9929467009400668,136,24,24,0,107.99992270813254
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.50541620645720855824205648399443392422,OK,Sagittal,Sagittal,0.9879975394445919,True,Sagittal,IP,none,0.9879975394445919,130,24,24,0,129.00036790219582
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1.2.826.0.1.3680043.8.498.78694137355734392084709645092123826539,OK,Sagittal,Sagittal,0.9879975394445919,True,Sagittal,IP,none,0.9879975394445919,130,24,24,0,129.00036790219582
1.2.826.0.1.3680043.8.498.17856297841306582866782295284505406916,1.2.826.0.1.3680043.8.498.10648055698380555450770989280200929187,OK,Axial,Axial,0.9999989195517511,True,Axial,PL,none,0.999998919551751,42,24,24,0,164.00013664890884
1.2.826.0.1.3680043.8.498.17856297841306582866782295284505406916,1.2.826.0.1.3680043.8.498.90979287664476351526568104193981239151,OK,Axial,Axial,0.9999989195517511,True,Axial,PL,none,0.999998919551751,42,24,24,0,164.0001385337784
1.2.826.0.1.3680043.8.498.17856297841306582866782295284505406916,1.2.826.0.1.3680043.8.498.13081920998212819949986092350869297017,OK,Coronal,Coronal,0.9880536343392006,True,Coronal,IL,none,0.9880525703727026,27,24,24,0,129.9998090886988
1.2.826.0.1.3680043.8.498.17856297841306582866782295284505406916,1.2.826.0.1.3680043.8.498.11651380858812929294821435100470496923,OK,Coronal,Coronal,0.9880536343392006,True,Coronal,IL,none,0.9880525703727026,27,24,24,0,129.9998090886988
1.2.826.0.1.3680043.8.498.17856297841306582866782295284505406916,1.2.826.0.1.3680043.8.498.76330770589565894445338637399798918180,OK,Sagittal,Sagittal,0.9864934742940414,True,Sagittal,IP,none,0.9864933587689811,25,24,24,0,120.00060647426947
1.2.826.0.1.3680043.8.498.17856297841306582866782295284505406916,1.2.826.0.1.3680043.8.498.60968447237385063834900406878517503018,OK,Sagittal,Sagittal,0.9864934742940414,True,Sagittal,IP,none,0.9864933587689811,24,24,24,0,115.00063140153536
1.2.826.0.1.3680043.8.498.17865613300681542407687000381594067366,1.2.826.0.1.3680043.8.498.94935299353902630816852012637759140008,OK,Axial,Axial,0.9978530596146673,True,Axial,PL,none,0.9966964734449417,29,24,24,0,125.99984850501241
1.2.826.0.1.3680043.8.498.17865613300681542407687000381594067366,1.2.826.0.1.3680043.8.498.20353631680136808681844637637600026549,OK,Coronal,Coronal,0.9983842948470598,True,Coronal,IL,none,0.9980700125257788,34,24,24,0,108.89989667627759
1.2.826.0.1.3680043.8.498.17865613300681542407687000381594067366,1.2.826.0.1.3680043.8.498.12643413171994340255424796706769211717,OK,Coronal,Coronal,0.9983847983923515,True,Coronal,IL,none,0.9885945763631756,34,24,24,0,108.89967357520325
1.2.826.0.1.3680043.8.498.17865613300681542407687000381594067366,1.2.826.0.1.3680043.8.498.12030011115950915848840541515467610842,OK,Sagittal,Sagittal,0.9928044085187988,True,Sagittal,IP,none,0.9946403721447649,46,24,24,0,98.99996074340986
1.2.826.0.1.3680043.8.498.17865613300681542407687000381594067366,1.2.826.0.1.3680043.8.498.11696399044106161138066918328501448254,OK,Sagittal,Sagittal,0.9928044085187988,True,Sagittal,IP,none,0.9946403721447649,46,24,24,0,98.99996606741652
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1.2.826.0.1.3680043.8.498.87943237221298669985241526119226110501,OK,Axial,Axial,0.9956458563376687,True,Axial,PL,none,0.9772879036975661,30,24,24,0,121.80008115512555
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1.2.826.0.1.3680043.8.498.11728000183697805624297217875330929721,OK,Coronal,Coronal,0.9780529130438528,True,Coronal,IL,none,0.974896459337218,30,24,24,0,124.40956062683941
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1.2.826.0.1.3680043.8.498.33746053796891714209466244408646741045,OK,Coronal,Coronal,0.9780529130438528,True,Coronal,IL,none,0.974896459337218,24,24,24,0,104.64991676728131
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1.2.826.0.1.3680043.8.498.65373963905932081634574192224403675466,OK,Coronal,Coronal,0.97805290893161,True,Coronal,IL,none,0.9748964678372071,26,24,24,0,113.74991569748732
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1.2.826.0.1.3680043.8.498.77526055031014278742644700266418230955,OK,Coronal,Coronal,0.8380060492422761,True,Coronal,IL,none,0.841283406947225,11,11,11,0,25.300009747599777
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1.2.826.0.1.3680043.8.498.11809157981386656760582818441822440163,OK,Sagittal,Sagittal,0.9866444859798787,True,Sagittal,IP,none,0.984709788136679,30,24,24,0,113.09986965463422
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1.2.826.0.1.3680043.8.498.82604192246447561319302873925465289540,OK,Sagittal,Sagittal,0.9866444859798787,True,Sagittal,IP,none,0.984709788136679,30,24,24,0,113.1002137436841
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1.2.826.0.1.3680043.8.498.92606188761186666203060071387377340566,OK,Sagittal,Sagittal,0.996473880856223,True,Sagittal,IP,none,0.9957123552330918,11,11,11,0,28.749864057405738
1.2.826.0.1.3680043.8.498.17931021655186901394796168474942485728,1.2.826.0.1.3680043.8.498.98176829716228442349312993155047165281,OK,Axial,Axial,0.9980774349534304,True,Axial,PL,none,0.9974706616015527,30,24,24,0,104.39999470802002
1.2.826.0.1.3680043.8.498.17931021655186901394796168474942485728,1.2.826.0.1.3680043.8.498.83101968046004431755437531790539336820,OK,Coronal,Coronal,0.9996528319400314,True,Coronal,IL,none,0.9989977749641332,37,24,24,0,118.79999592492508
1.2.826.0.1.3680043.8.498.17931021655186901394796168474942485728,1.2.826.0.1.3680043.8.498.10003074389531472338522226501097852466,OK,Coronal,Coronal,0.9996528319400314,True,Coronal,IL,none,0.9989977749641332,37,24,24,0,118.79999592492018
1.2.826.0.1.3680043.8.498.17931021655186901394796168474942485728,1.2.826.0.1.3680043.8.498.83501694221813657107557805745004259054,OK,Coronal,Coronal,0.8409101853382017,True,Coronal,IL,none,0.8391031582130408,15,15,15,0,46.20000175605464
1.2.826.0.1.3680043.8.498.17931021655186901394796168474942485728,1.2.826.0.1.3680043.8.498.37265227959941421921979555442966989419,OK,Sagittal,Sagittal,0.9750303593025104,True,Sagittal,IP,none,0.9751490500000738,33,24,24,0,105.5999957356938
1.2.826.0.1.3680043.8.498.17931021655186901394796168474942485728,1.2.826.0.1.3680043.8.498.54783523305456002398679325819694820326,OK,Sagittal,Sagittal,0.9750303593025104,True,Sagittal,IP,none,0.9751490500000738,33,24,24,0,105.59999573569445
1.2.826.0.1.3680043.8.498.17967978373588651520812399064902037467,1.2.826.0.1.3680043.8.498.83292896934928471902545604537088262881,OK,Axial,Axial,0.9999756307073447,True,Axial,PL,none,0.9998787799173714,30,24,24,0,95.70000214583746
1.2.826.0.1.3680043.8.498.17967978373588651520812399064902037467,1.2.826.0.1.3680043.8.498.64558542580508981890017293145643271134,OK,Coronal,Coronal,0.9765907167576633,True,Coronal,IL,none,0.9780479756284682,35,24,24,0,122.4000013339668
1.2.826.0.1.3680043.8.498.17967978373588651520812399064902037467,1.2.826.0.1.3680043.8.498.10995140871641110468625251891515750436,OK,Coronal,Coronal,0.9765907167576633,True,Coronal,IL,none,0.9780479756284682,35,24,24,0,122.4000013339668
1.2.826.0.1.3680043.8.498.17967978373588651520812399064902037467,1.2.826.0.1.3680043.8.498.24570916710215008507038924693385711643,OK,Sagittal,Sagittal,0.9908663412994873,True,Sagittal,IP,none,0.9952195352861336,32,24,24,0,102.30000156880413
1.2.826.0.1.3680043.8.498.17967978373588651520812399064902037467,1.2.826.0.1.3680043.8.498.77154390264686577448531898169503992373,OK,Sagittal,Sagittal,0.9908663412994873,True,Sagittal,IP,none,0.9952195352861336,32,24,24,0,102.30000156880413
1.2.826.0.1.3680043.8.498.17985756708438762670829959560049370730,1.2.826.0.1.3680043.8.498.29721590119604292053685051660598906942,OK,Axial,Axial,0.9999902735443156,True,Axial,PL,none,0.9947566984797805,33,24,24,0,144.00000201362698
1.2.826.0.1.3680043.8.498.17985756708438762670829959560049370730,1.2.826.0.1.3680043.8.498.72279334147075529866530189217253202750,OK,Coronal,Coronal,0.9869633881504934,True,Coronal,IL,none,0.99258043626615,30,24,24,0,130.4996975520574
1.2.826.0.1.3680043.8.498.17985756708438762670829959560049370730,1.2.826.0.1.3680043.8.498.81001123812469341354147972738734177063,OK,Coronal,Coronal,0.9869634392446933,True,Coronal,IL,none,0.9925804388518916,30,24,24,0,130.49973642810346
1.2.826.0.1.3680043.8.498.17985756708438762670829959560049370730,1.2.826.0.1.3680043.8.498.62292043347838916875348180780504842041,OK,Sagittal,Sagittal,0.995816611392925,True,Sagittal,IP,none,0.9956756435741052,20,20,20,0,93.09970215763637
1.2.826.0.1.3680043.8.498.17985756708438762670829959560049370730,1.2.826.0.1.3680043.8.498.72043274517048913626950162982553609232,OK,Sagittal,Sagittal,0.9958166116883644,True,Sagittal,IP,none,0.9969194441279068,20,20,20,0,93.09971754280865
1.2.826.0.1.3680043.8.498.18080511167840608448833484000937072258,1.2.826.0.1.3680043.8.498.99388169583707270193018778518471346065,OK,Axial,Axial,0.9961077196381456,True,Axial,PL,none,0.9961077196381456,30,24,24,0,127.59999261362832
1.2.826.0.1.3680043.8.498.18080511167840608448833484000937072258,1.2.826.0.1.3680043.8.498.27745898060703585699184067998517658860,OK,Coronal,Coronal,0.998401915030919,True,Coronal,IL,none,0.9987843767236985,24,24,24,0,92.00000463109126
1.2.826.0.1.3680043.8.498.18080511167840608448833484000937072258,1.2.826.0.1.3680043.8.498.37484348350854880574758272365057891482,OK,Sagittal,Sagittal,0.9989938047097704,True,Sagittal,IP,none,0.9992784945709512,24,24,24,0,101.1999965026983
1.2.826.0.1.3680043.8.498.18080511167840608448833484000937072258,1.2.826.0.1.3680043.8.498.38757500622263249015471910698706862691,OK,Sagittal,Sagittal,0.9989938047097704,True,Sagittal,IP,none,0.9992784945709512,24,24,24,0,101.1999965026983
1.2.826.0.1.3680043.8.498.18080511167840608448833484000937072258,1.2.826.0.1.3680043.8.498.18885597732916044100685289158733339751,OK,Sagittal,Sagittal,0.9989938047097704,True,Sagittal,IP,none,0.9992784945709512,24,24,24,0,101.1999965026983
1.2.826.0.1.3680043.8.498.18090147030578547920423840630147682826,1.2.826.0.1.3680043.8.498.11062808135828204231862335262277885604,OK,Axial,Axial,0.9987145559206472,True,Axial,PL,none,0.9988006736255091,34,24,24,0,150.1499455447592
1.2.826.0.1.3680043.8.498.18090147030578547920423840630147682826,1.2.826.0.1.3680043.8.498.72962217867925374207888009689154612768,OK,Coronal,Coronal,0.9999758486004456,True,Coronal,IL,none,0.9972366405774534,30,24,24,0,95.70000034484883
1.2.826.0.1.3680043.8.498.18090147030578547920423840630147682826,1.2.826.0.1.3680043.8.498.12943020891195253245429903353410759499,OK,Coronal,Coronal,0.9999758486004456,True,Coronal,IL,none,0.9972366405774534,30,24,24,0,95.70000034484883
1.2.826.0.1.3680043.8.498.18090147030578547920423840630147682826,1.2.826.0.1.3680043.8.498.95098166546472630859998119688657891250,OK,Sagittal,Sagittal,0.9749450051220809,True,Sagittal,IP,none,0.9771351847723255,30,24,24,0,86.99997755042254
1.2.826.0.1.3680043.8.498.18090147030578547920423840630147682826,1.2.826.0.1.3680043.8.498.79454006727337376915948969157375062011,OK,Sagittal,Sagittal,0.9749450271972944,True,Sagittal,IP,none,0.9771351900023872,30,24,24,0,86.99999695145294
1.2.826.0.1.3680043.8.498.18092766733837308394607532608319746043,1.2.826.0.1.3680043.8.498.26629115744237555658227437133065519815,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,36,24,24,0,143.32499694824298
1.2.826.0.1.3680043.8.498.18092766733837308394607532608319746043,1.2.826.0.1.3680043.8.498.17627026127787745899337714276753424265,OK,Coronal,Coronal,0.9902680687851473,True,Coronal,IL,none,0.9902680687851473,38,24,24,0,134.19899852582242
1.2.826.0.1.3680043.8.498.18092766733837308394607532608319746043,1.2.826.0.1.3680043.8.498.90772753229665327790393430816216114035,OK,Coronal,Coronal,0.9902680687851473,True,Coronal,IL,none,0.9902680687851473,38,24,24,0,134.19899852582145
1.2.826.0.1.3680043.8.498.18092766733837308394607532608319746043,1.2.826.0.1.3680043.8.498.73331532268453216829320772194949957035,OK,Sagittal,Sagittal,0.994633118897863,True,Sagittal,IP,none,0.9971851322050498,32,24,24,0,108.81000631512455
1.2.826.0.1.3680043.8.498.18092766733837308394607532608319746043,1.2.826.0.1.3680043.8.498.12634367675822811374273849655485884755,OK,Sagittal,Sagittal,0.994633118897863,True,Sagittal,IP,none,0.9971851322050498,32,24,24,0,108.81000631512913
1.2.826.0.1.3680043.8.498.18113123512696698441392990570166201548,1.2.826.0.1.3680043.8.498.74599614733226826608889416082514620468,OK,Axial,Axial,0.9999935320107532,True,Axial,PL,none,0.9983364161245808,30,24,24,0,95.70000176461802
1.2.826.0.1.3680043.8.498.18113123512696698441392990570166201548,1.2.826.0.1.3680043.8.498.26731660227058256885776530185400581594,OK,Coronal,Coronal,0.9700911105545863,True,Coronal,IL,none,0.9703806464182849,27,24,24,0,93.59999886191997
1.2.826.0.1.3680043.8.498.18113123512696698441392990570166201548,1.2.826.0.1.3680043.8.498.10745143988150473282468918272152675881,OK,Coronal,Coronal,0.9700911105545863,True,Coronal,IL,none,0.9703806464182849,27,24,24,0,93.59999886191997
1.2.826.0.1.3680043.8.498.18113123512696698441392990570166201548,1.2.826.0.1.3680043.8.498.39790740478557049063210261109078803465,OK,Sagittal,Sagittal,0.9979564963645302,True,Sagittal,IP,none,0.998344045738502,30,24,24,0,95.70000365954574
1.2.826.0.1.3680043.8.498.18113123512696698441392990570166201548,1.2.826.0.1.3680043.8.498.48133754883459093795140678383758807762,OK,Sagittal,Sagittal,0.9979564963645302,True,Sagittal,IP,none,0.998344045738502,30,24,24,0,95.70000365954574
1.2.826.0.1.3680043.8.498.18114567737638963627123562895002602285,1.2.826.0.1.3680043.8.498.12192657819525103266131561003924796391,OK,Axial,Axial,0.9989221838766887,True,Axial,PL,none,0.9933951756543906,38,24,24,0,133.19991769528863
1.2.826.0.1.3680043.8.498.18114567737638963627123562895002602285,1.2.826.0.1.3680043.8.498.23467885495122077521785372618975256610,OK,Coronal,Coronal,0.9874489807210562,True,Coronal,IL,none,0.9881481323887558,38,24,24,0,111.0000310030826
1.2.826.0.1.3680043.8.498.18114567737638963627123562895002602285,1.2.826.0.1.3680043.8.498.11777138406724168392723272190474804401,OK,Coronal,Coronal,0.9874489363652906,True,Coronal,IL,none,0.9881473904908813,38,24,24,0,110.99990706031414
1.2.826.0.1.3680043.8.498.18114567737638963627123562895002602285,1.2.826.0.1.3680043.8.498.13219451752877722866851602538066394919,OK,Sagittal,Sagittal,0.9882610663988046,True,Sagittal,IP,none,0.9889405081403944,34,24,24,0,98.99999158406638
1.2.826.0.1.3680043.8.498.18114567737638963627123562895002602285,1.2.826.0.1.3680043.8.498.92270962245482103345527330259843730105,OK,Sagittal,Sagittal,0.9882610716658067,True,Sagittal,IP,none,0.9889405081403944,34,24,24,0,98.99999105643748
1.2.826.0.1.3680043.8.498.18175450083338316799857698898702333009,1.2.826.0.1.3680043.8.498.51776917479949404013572219975241185256,OK,Axial,Axial,0.99971403019715,True,Axial,PL,none,0.9985914231864335,144,24,24,0,85.80001961021505
1.2.826.0.1.3680043.8.498.18175450083338316799857698898702333009,1.2.826.0.1.3680043.8.498.27663991349576346857906529584056970961,OK,Axial,Axial,0.9997140293951092,True,Axial,PL,none,0.9985955486560593,28,24,24,0,89.10001290174154
1.2.826.0.1.3680043.8.498.18175450083338316799857698898702333009,1.2.826.0.1.3680043.8.498.13566161825998721776038404346438260355,OK,Coronal,Coronal,0.9956427574840049,True,Coronal,IL,none,0.9966970371602613,32,24,24,0,102.29952450775656
1.2.826.0.1.3680043.8.498.18175450083338316799857698898702333009,1.2.826.0.1.3680043.8.498.46931130201556048739030145002865898563,OK,Sagittal,Sagittal,0.9972056036986432,True,Sagittal,IP,none,0.9964571571420185,32,24,24,0,102.30007176432184
1.2.826.0.1.3680043.8.498.18175450083338316799857698898702333009,1.2.826.0.1.3680043.8.498.61789785747378194262221905090501252454,OK,Sagittal,Sagittal,0.9972055982833631,True,Sagittal,IP,none,0.9964604796064093,32,24,24,0,102.30030600007562
1.2.826.0.1.3680043.8.498.18176586296602067352845573876750324761,1.2.826.0.1.3680043.8.498.70690121578753090121640309924529933121,OK,Axial,Axial,0.999506560347796,True,Axial,PL,none,0.9978617930477391,30,24,24,0,95.69999881327196
1.2.826.0.1.3680043.8.498.18176586296602067352845573876750324761,1.2.826.0.1.3680043.8.498.79194210985227202034577851019283308599,OK,Coronal,Coronal,0.9968523925678964,True,Coronal,IL,none,0.9982123391241267,27,24,24,0,93.6000019469753
