StudyInstanceUID,SeriesIndex,SeriesInstanceUID,NumberOfSlices,Rows,Columns,PixelSpacing,SliceThickness,SpacingBetweenSlices,ComputedMedianSliceSpacing,ImageOrientationPatient,AnatomicalPlane,SeriesDescription,SequenceName,ScanningSequence,SequenceVariant,Manufacturer,ManufacturerModelName,MagneticFieldStrength,EchoTime,RepetitionTime,FlipAngle,Is_PD,Is_T1,Is_T2,Is_Fat_Suppressed,Is_Sagittal,Is_Coronal,Is_Axial
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,5,1.2.826.0.1.3680043.8.498.99189356480890482418477312767560138524,42,256,256,"[0.6640625, 0.6640625]",3,3.48,3.480000469628301,"[0.98526163191843, 0.119606372246, -0.1222858634004, -0.1356230223783, 0.11057123405294, -0.984571174675]",Coronal,COR T2 FS,*tse2d1rr16,SE,"['SK', 'SP', 'OSP']",SIEMENS,Verio_DOT,3,70,4410,150,0,0,1,1,0,1,0
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1,1.2.826.0.1.3680043.8.498.11990303844095911723613574201435309071,39,384,384,"[0.416667, 0.416667]",3.0,3.3,3.299985789215066,"[0.997167, -0.0203155, -0.0724178, -0.0710878, 0.0599373, -0.995668]",Coronal,RT. PD_TSE_COR_FS,*tse2d1_9,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Aera,1.5,47.0,2710.0,150.0,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,2,1.2.826.0.1.3680043.8.498.64673316729830153768997702312444992482,40,384,384,"[0.416667, 0.416667]",3.0,3.3,3.2999922446217163,"[0.997485, -0.039719, -0.0586977, 0.0430752, 0.997441, 0.0570631]",Axial,RT. PD_TSE_TRA_FS,*tse2d1_15,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Aera,1.5,46.0,2360.0,150.0,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,3,1.2.826.0.1.3680043.8.498.71284507741504130254010428167357512908,31,384,384,"[0.416667, 0.416667]",3.0,3.3,3.300051545092913,"[0.00879144, 0.999961, 2.17144e-10, -0.118013, 0.00103755, -0.993011]",Sagittal,RT. PD_TSE_SAG,*tse2d1_9,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Aera,1.5,38.0,2320.0,180.0,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,4,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,31,320,320,"[0.5, 0.5]",3.0,3.3,3.300051545092913,"[0.00879144, 0.999961, 2.17144e-10, -0.118013, 0.00103755, -0.993011]",Sagittal,RT. T2_TSE_SAG_FS,*tseR2d1_11,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Aera,1.5,82.0,2660.0,160.0,0,0,1,1,1,0,0
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1,1.2.826.0.1.3680043.8.498.12643342492475545314010779881304326087,18,512,512,"[0.302734375, 0.302734375]",4,5.086,5.086144285996383,"[0.97153979539871, -0.1759701222181, -0.1585714221, -0.1401977986097, 0.11241836100816, -0.9837208390235]",Coronal,T1W_aTSE CORONAL,,SE,SK,Philips Healthcare,Ingenia,3,20,500.000396728515,90,0,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,2,1.2.826.0.1.3680043.8.498.30578400972104371422156040149306494449,22,1024,1024,"[0.17735135555267, 0.17735135555267]",3.5,4.5,4.500001093893516,"[0.04358857870101, 0.9989189505577, 0.01615312136709, -0.0596015825867, 0.01873977109789, -0.9980463385581]",Sagittal,SAG DP,,SE,SK,Philips Healthcare,Ingenia,3,20,1571.59973144531,90,0,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,3,1.2.826.0.1.3680043.8.498.35003530834353727317166773901402690335,12,432,432,"[0.1875, 0.1875]",2.5,3.85,3.849537944013999,"[0.97933334112167, -0.1284451335668, -0.1562307924032, 0.14574752748012, 0.98375248908996, 0.10482687503099]",Axial,AXI T2 SPIR SENSE,,SE,SK,Philips Healthcare,Ingenia,3,45,1999.99975585937,90,0,0,1,1,0,0,0
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,4,1.2.826.0.1.3680043.8.498.80909030645776100335455943053491814088,18,512,512,"[0.302734375, 0.302734375]",4,5.086,5.086144285996383,"[0.97153979539871, -0.1759701222181, -0.1585714221, -0.1401977986097, 0.11241836100816, -0.9837208390235]",Coronal,COR DP SPAIR,,SE,SK,Philips Healthcare,Ingenia,3,20,1604.85388183593,90,0,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,5,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,22,640,640,"[0.28376215696334, 0.28376215696334]",3.5,4.5,4.500001093893502,"[0.04358857870101, 0.9989189505577, 0.01615312136709, -0.0596015825867, 0.01873977109789, -0.9980463385581]",Sagittal,SAG DP SPIR,,SE,SK,Philips Healthcare,Ingenia,3,20,1608.19555664062,90,0,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,6,1.2.826.0.1.3680043.8.498.98854653755559244446286531435612319314,22,352,352,"[0.46875, 0.46875]",3.5,5.34,5.34019946390042,"[0.97828817367553, -0.1334880143404, -0.1585345715284, 0.14886878430843, 0.98480522632598, 0.08942443877458]",Axial,STIR_aTSE_TR_16 SENSE,,IR,SK,Philips Healthcare,Ingenia,3,30,3003.08349609375,90,0,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1,1.2.826.0.1.3680043.8.498.10058037489628716700816688496042880245,20,768,768,"[0.24266168475151, 0.24266168475151]",3,4.899,4.899097150757953,"[-0.2989978492259, 0.95366448163986, 0.03353036567568, -0.0075531606562, 0.03277150169014, -0.999434351921]",Sagittal,SAG DP,,SE,SK,Philips Medical Systems,Achieva,1.5,30,2608.59008789062,90,0,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,2,1.2.826.0.1.3680043.8.498.26305590810679435830376901422393297766,20,768,768,"[0.2368266582489, 0.2368266582489]",3,5.297,5.296947295954482,"[-0.2989978492259, 0.95366448163986, 0.03353036567568, -0.0075531606562, 0.03277150169014, -0.999434351921]",Sagittal,SAG DP,,SE,SK,Philips Medical Systems,Achieva,1.5,30,2608.53588867187,90,0,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,3,1.2.826.0.1.3680043.8.498.41911386079999648645730179349529867886,18,336,336,"[0.47619047760963, 0.47619047760963]",4,5.774,5.774195079774074,"[0.95422387123107, 0.29908198118209, 0.00259542791172, -0.0075531606562, 0.03277150169014, -0.999434351921]",Coronal,COR SPIR,,SE,OSP,Philips Medical Systems,Achieva,1.5,12,2199.99951171875,90,0,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,4,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,20,384,384,"[0.46875, 0.46875]",4,5.29,5.290264351125302,"[-0.2989978492259, 0.95366448163986, 0.03353036567568, -0.0075531606562, 0.03277150169014, -0.999434351921]",Sagittal,SAG DP SPIR,,SE,OSP,Philips Medical Systems,Achieva,1.5,12,2000,90,0,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,5,1.2.826.0.1.3680043.8.498.64033002899810126597833586036345623131,18,528,528,"[0.3030303120613, 0.3030303120613]",3,5.689,5.68856942066364,"[0.95422387123107, 0.29908198118209, 0.00259542791172, -0.0075531606562, 0.03277150169014, -0.999434351921]",Coronal,T1W_TSE,,SE,SK,Philips Medical Systems,Achieva,1.5,21,450,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,6,1.2.826.0.1.3680043.8.498.96225261274596688102834905835286265015,24,576,576,"[0.29166665673255, 0.29166665673255]",4,5.872,5.871714457171851,"[0.95303755998611, 0.28323674201965, 0.10722090303897, -0.2964953482151, 0.94475871324539, 0.1397193968296]",Axial,AXIAL STIR,,IR,SK,Philips Medical Systems,Achieva,1.5,29,3349.46752929687,90,0,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1,1.2.826.0.1.3680043.8.498.11119341733412446515084456525158577841,29,432,432,"[0.41666665673255, 0.41666665673255]",3,3.3,3.299997109071242,"[0.29607567191123, 0.95460778474807, 0.03260588645935, 0.00732288742437, 0.03186682611703, -0.9994652867317]",Sagittal,LT.Sag_T2W_TSE,,SE,SK,Philips,Achieva dStream,3,80,3000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,2,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,29,800,800,"[0.22499999403953, 0.22499999403953]",3,3.3,3.299997109071242,"[0.29607567191123, 0.95460778474807, 0.03260588645935, 0.00732288742437, 0.03186682611703, -0.9994652867317]",Sagittal,LT.Sag_PDW_TSE_SPAIR_Sag,,SE,SK,Philips,Achieva dStream,3,30,3232.45043945312,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,3,1.2.826.0.1.3680043.8.498.13121937699482340490162573230225984913,40,640,640,"[0.25, 0.25]",3,3.3,3.3000008439440283,"[0.99917638301849, 0.00369714270345, 0.04040898755192, -0.0049799703992, 0.99948531389236, 0.03169169276952]",Axial,LT.Tra_T2W_TSE_SPAIR,,SE,SK,Philips,Achieva dStream,3,83.823,4019.478515625,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,4,1.2.826.0.1.3680043.8.498.27146062832035348929206890381154881403,32,560,560,"[0.2857142984867, 0.2857142984867]",3,3.3,3.300000320333382,"[0.99917638301849, 0.00369714270345, 0.04040898755192, -0.0049799703992, 0.99948531389236, 0.03169169276952]",Axial,AX T2W_FFE,,GR,SS,Philips,Achieva dStream,3,9.21,500,25,0,0,0,0,0,0,1
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,5,1.2.826.0.1.3680043.8.498.36400594315548091590932574077827580913,16,480,480,"[0.27083334326744, 0.27083334326744]",2.5,3,3.0000003899515306,"[0.99575746059417, 0.0625891238451, 0.06745166331529, 0.09141594171524, -0.5892343521118, -0.8027739524841]",Coronal,LT.COR ACL T2W FS,,SE,SK,Philips,Achieva dStream,3,75,2500,90,0,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,6,1.2.826.0.1.3680043.8.498.37032826821035854589423026056104771845,30,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.3000004173627957,"[0.98925596475601, 0.14577449858188, 0.01106416992843, 0.00922713987529, 0.01327201258391, -0.9998693466186]",Coronal,LT.Cor_T1W_TSE,,SE,SK,Philips,Achieva dStream,3,10,519.12451171875,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,7,1.2.826.0.1.3680043.8.498.48596041693374046380061484793643395950,30,640,640,"[0.25, 0.25]",3,3.3,3.300000417362803,"[0.98925596475601, 0.14577449858188, 0.01106416992843, 0.00922713987529, 0.01327201258391, -0.9998693466186]",Coronal,LT.Cor_PDW_TSE_SPAIR,,SE,SK,Philips,Achieva dStream,3,30,2500.00048828125,90,1,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,8,1.2.826.0.1.3680043.8.498.70201249295424498000016311954668156569,29,512,512,"[0.3515625, 0.3515625]",3,3.3,3.299997109070759,"[0.29607567191123, 0.95460778474807, 0.03260588645935, 0.00732288742437, 0.03186682611703, -0.9994652867317]",Sagittal,LT.Sag_T1W_TSE,,SE,SK,Philips,Achieva dStream,3,11,647.107482910156,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,9,1.2.826.0.1.3680043.8.498.98290219265386633983477854129759284108,40,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.300000843944016,"[0.99917638301849, 0.00369714270345, 0.04040898755192, -0.0049799703992, 0.99948531389236, 0.03169169276952]",Axial,LT.Tra_T1W_TSE,,SE,SK,Philips,Achieva dStream,3,11,543.7490234375,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.12801308844398614687904447633432197492,1,1.2.826.0.1.3680043.8.498.12840952989395411061636411902524593000,23,512,512,"[0.3515625, 0.3515625]",3,4.05,4.0499997884221415,"[0.00873988794666, 0.99996180644997, -3.71646197e-09, -0.010141339431, 8.863383923e-05, -0.9999485713668]",Sagittal,t2_me2d_sag,*me2d1r3,GR,SP,SIEMENS,SonataVision,1.5,26,530,30,0,0,1,0,1,0,0
1.2.826.0.1.3680043.8.498.12801308844398614687904447633432197492,2,1.2.826.0.1.3680043.8.498.21310459920289088021941024557702629822,20,384,384,"[0.33854166666667, 0.33854166666667]",4,5.2,5.200000229840892,"[0.9996739382417, 0.00113827020647, -0.0255092442316, 2.258604202e-10, 0.99900592815237, 0.04457752254688]",Axial,pd_tse_fs_tra_np,*tse2d1_9,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,14,3500,150,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.12801308844398614687904447633432197492,3,1.2.826.0.1.3680043.8.498.48113798985258668035677850099478338495,20,384,384,"[0.33854166666667, 0.33854166666667]",4,4.4,4.399998367399405,"[0.99801988198289, 0.062899246155, 8.539556284e-10, -0.003187602455, 0.05057757720958, -0.9987150483868]",Coronal,pd_tse_fs_cor_np,*tse2d1_9,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,14,3500,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.12801308844398614687904447633432197492,4,1.2.826.0.1.3680043.8.498.48739703379973347597087283890648986544,16,640,640,"[0.25, 0.25]",4,5.2,5.200001713214434,"[0.99801988198289, 0.062899246155, 8.539556284e-10, -0.003187602455, 0.05057757720958, -0.9987150483868]",Coronal,t1_se_cor_384,*se2d1,SE,"['SP', 'OSP']",SIEMENS,SonataVision,1.5,14,456,90,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.12801308844398614687904447633432197492,5,1.2.826.0.1.3680043.8.498.51148402259712862712353546920527079297,19,384,384,"[0.33854166666667, 0.33854166666667]",4,4.4,4.399999121749847,"[0.00873988794666, 0.99996180644997, -3.71646197e-09, -0.010141339431, 8.863383923e-05, -0.9999485713668]",Sagittal,pd_tse_fs_sag_np,*tse2d1_5,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,41,2000,150,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.12978510157202852202776899910529174803,1,1.2.826.0.1.3680043.8.498.10259924209097075418304938918872474391,33,400,400,"[0.40000000596046, 0.40000000596046]",3,3.3,3.3000025839584026,"[0.25874702688564, 0.96591197475014, -0.0080020692401, -0.0309114480024, 0.0, -0.9995221270098]",Sagittal,PDW_TSE_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,3357.26708984375,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.12978510157202852202776899910529174803,2,1.2.826.0.1.3680043.8.498.12015429216227904374156098053545527623,11,400,400,"[0.39999720454216, 0.39999720454216]",2,2.25,2.249998135518652,"[0.25878728322241, 0.95573152459306, 0.14002283721373, 0.08731762598487, 0.12122102022815, -0.9887775768327]",Sagittal,PDW_TSE_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,2500.00024414062,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.12978510157202852202776899910529174803,3,1.2.826.0.1.3680043.8.498.43918311649410688736808710698060757556,30,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.300000840282273,"[0.96582943853371, -0.2538897224425, -0.0520913092531, -0.0142349474737, 0.14871874539714, -0.9887770734791]",Coronal,T1W_TSE_Cor,,SE,SK,Philips Medical Systems,Ingenia,3,10,664.940979003906,90,0,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.12978510157202852202776899910529174803,4,1.2.826.0.1.3680043.8.498.50206199772224497999907595310351485428,30,640,640,"[0.25, 0.25]",3,3.3,3.3000008402832037,"[0.96582943853371, -0.2538897224425, -0.0520913092531, -0.0142349474737, 0.14871874539714, -0.9887770734791]",Coronal,PDW_TSE_SPAIR_Cor,,SE,SK,Philips Medical Systems,Ingenia,3,30,2575.01708984375,90,1,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.12978510157202852202776899910529174803,5,1.2.826.0.1.3680043.8.498.82658600175623821183500358920309067443,32,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.300002344197857,"[0.25874702688564, 0.96591197475014, -0.0080020692401, -0.0309114480024, 0.0, -0.9995221270098]",Sagittal,PDW_TSE_SPAIR_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,3625.73754882812,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.12978510157202852202776899910529174803,6,1.2.826.0.1.3680043.8.498.95737920059944686538141068233888690539,40,640,640,"[0.25, 0.25]",3,3.3,3.299999960270142,"[0.96545039799631, -0.2588707102544, -0.0298577356997, 0.26004051477759, 0.96449701678148, 0.04609159678099]",Axial,PDW_TSE_SPAIR_Tra,,SE,SK,Philips Medical Systems,Ingenia,3,30,4034.30004882812,90,1,0,0,0,0,0,1
1.2.826.0.1.3680043.8.498.13267780356245120052411517053322874891,1,1.2.826.0.1.3680043.8.498.11601405247092213838767293303300560912,19,512,512,"[0.332, 0.332]",4,,5.000036798855515,"[-0.0627771, 0.998025, -0.00213629, 0.0492572, 0.000976614, -0.998786]",Sagittal,Sag T2 fs,,,None,GE MEDICAL SYSTEMS,Signa HDxt,,,,,0,0,1,1,1,0,0
1.2.826.0.1.3680043.8.498.13267780356245120052411517053322874891,2,1.2.826.0.1.3680043.8.498.18633001863723640513168082564046004038,19,512,512,"[0.332, 0.332]",4,,5.000036798855515,"[-0.0627772, 0.998025, -0.00213629, 0.0492572, 0.000976614, -0.998786]",Sagittal,Sag PD  F/S,,,None,GE MEDICAL SYSTEMS,Signa HDxt,,,,,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.13267780356245120052411517053322874891,3,1.2.826.0.1.3680043.8.498.60329250734334275308110817172897714281,19,512,512,"[0.332, 0.332]",4,,5.000036798855515,"[-0.0627771, 0.998025, -0.00213629, 0.0492572, 0.000976614, -0.998786]",Sagittal,Sag T1 SE,,,None,GE MEDICAL SYSTEMS,Signa HDxt,,,,,0,1,0,0,1,0,0
1.2.826.0.1.3680043.8.498.13267780356245120052411517053322874891,4,1.2.826.0.1.3680043.8.498.63041321193340816564494138555216466576,23,512,512,"[0.3125, 0.3125]",4,,4.399980182528444,"[0.994435, 0.105318, 0.00271608, -0.00619518, 0.0839859, -0.996448]",Coronal,Cor T2 FS,,,None,GE MEDICAL SYSTEMS,Signa HDxt,,,,,0,0,1,1,0,1,0
1.2.826.0.1.3680043.8.498.13267780356245120052411517053322874891,5,1.2.826.0.1.3680043.8.498.73978745362309858790387708743520311872,20,512,512,"[0.332, 0.332]",5,,5.5000084889390095,"[1.0, -0.0, 0.0, -0.0, 0.999998, -0.00189214]",Axial,AX T2 FS,,,None,GE MEDICAL SYSTEMS,Signa HDxt,,,,,0,0,1,1,0,0,1
1.2.826.0.1.3680043.8.498.13335129881737731410081002627729200903,1,1.2.826.0.1.3680043.8.498.13285315477543193167253671337881879897,38,640,640,"[0.2344, 0.2344]",3,3.6,3.6000051036189618,"[0.954079, -0.283965, -0.0953782, 0.29625, 0.941615, 0.159993]",Axial,pd_tse_fs_tra_448_p4_s2_DRB,*tseR2d1rr9,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,39,4110,180,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.13335129881737731410081002627729200903,2,1.2.826.0.1.3680043.8.498.32243142107334417600044875429817861685,34,768,768,"[0.2214, 0.2214]",2.5,3,2.999983692298933,"[0.29122, 0.943286, 0.159384, -0.0416166, 0.178939, -0.98298]",Sagittal,int_tse_sag_p3_s2_2.5mm_drb_384,*tseR2d1_9,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,32,2200,168,0,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.13335129881737731410081002627729200903,3,1.2.826.0.1.3680043.8.498.44481757782902229277198472340346791285,34,768,768,"[0.2214, 0.2214]",2.5,3,2.999983692298933,"[0.29122, 0.943286, 0.159384, -0.0416166, 0.178939, -0.98298]",Sagittal,int_tse_sag_fs_p3_s2_2.5mm_drb_384,*tseR2d1_9,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,33,2500,179,0,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.13335129881737731410081002627729200903,4,1.2.826.0.1.3680043.8.498.68216362009231374856176479984344037705,30,640,540,"[0.25, 0.25]",3,3.6,3.5999429672750836,"[0.962038, -0.252399, -0.103818, -0.0575135, 0.184364, -0.981174]",Coronal,t1_tse_cor_s2p2_448_DRB,*tse2d1_3,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,12,684,180,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.13335129881737731410081002627729200903,5,1.2.826.0.1.3680043.8.498.96243991448267206821172339346422614701,30,640,540,"[0.25, 0.25]",3,3.6,3.5999412650636256,"[0.962034, -0.252388, -0.103881, -0.0575748, 0.18438, -0.981167]",Coronal,pd_tse_fs_cor_320_p4_s2_DRB,*tseR2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,32,2300,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.15593638897292057356864060466120253309,1,1.2.826.0.1.3680043.8.498.10799479496416725407987323179903258953,32,1024,1024,"[0.1563, 0.1563]",3,3.3,3.299990269162958,"[0.97284, 0.22052, 0.07038, 0.06483, 0.03232, -0.99737]",Coronal,Cor T1 FSE,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Artist,1.5,9.552,632,160,0,1,0,1,0,1,0
1.2.826.0.1.3680043.8.498.15593638897292057356864060466120253309,2,1.2.826.0.1.3680043.8.498.12836209270253860624540818250354794761,46,1024,1024,"[0.1563, 0.1563]",2,2.2,2.2000010103033105,"[0.03392, 0.99902, 0.02829, 0.10578, 0.02456, -0.99409]",Sagittal,Sag T2 FSE,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Artist,1.5,72,5046,160,0,0,1,1,1,0,0
1.2.826.0.1.3680043.8.498.15593638897292057356864060466120253309,3,1.2.826.0.1.3680043.8.498.52431053584784925784510783478723202039,33,512,512,"[0.3125, 0.3125]",3.5,4.5,4.4999994469942814,"[0.97604, 0.20036, 0.08482, -0.20264, 0.97907, 0.01916]",Axial,Ax PD FSE FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Artist,1.5,38.496,4611,160,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.15593638897292057356864060466120253309,4,1.2.826.0.1.3680043.8.498.55399266565350183802077573346939446216,46,512,512,"[0.3125, 0.3125]",2,2.2,2.200001530089409,"[0.03392, 0.99902, 0.02829, 0.10578, 0.02456, -0.99409]",Sagittal,Sag PD FSE FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Artist,1.5,39.72,3203,100,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.15593638897292057356864060466120253309,5,1.2.826.0.1.3680043.8.498.73127499467939720527906202987466290278,32,512,512,"[0.3125, 0.3125]",3,3.3,3.299990138449388,"[0.97284, 0.22052, 0.07038, 0.06483, 0.03232, -0.99737]",Coronal,Cor PD FSE FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Artist,1.5,40.752,4147,160,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,1,1.2.826.0.1.3680043.8.498.10114318007378072154267323023488130369,32,736,736,"[0.2446, 0.2446]",2.5000,3.5000,3.5000003818235967,"[-0.07532925, 0.99715865, 0.00043584, -0.03436502, -0.00215924, -0.99940699]",Sagittal,,FSE2D+11,SE,NONE,CANON_MEC,Galan 3T,3,33.000,3937.000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,2,1.2.826.0.1.3680043.8.498.10800916297806196226204914061473420340,35,896,896,"[0.2009, 0.2009]",3.0000,4.0000,4.000000644481736,"[0.99717587, 0.07494952, -0.00478037, -0.07437046, 0.99432427, 0.0760811]",Axial,,FSE2D+11,SE,NONE,CANON_MEC,Galan 3T,3,33.000,4306.000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,3,1.2.826.0.1.3680043.8.498.11844032892710836502823802081213979899,32,768,768,"[0.2344, 0.2344]",2.5000,3.5000,3.5000003818235967,"[-0.07532925, 0.99715865, 0.00043584, -0.03436502, -0.00215924, -0.99940699]",Sagittal,,FSE2D+11,SE,NONE,CANON_MEC,Galan 3T,3,77.000,6725.000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,4,1.2.826.0.1.3680043.8.498.56489188975219855943731152460524612324,35,768,768,"[0.2344, 0.2344]",2.5000,3.5000,3.4999990276679185,"[0.99647403, 0.08367118, -0.0062123, -0.00848721, 0.0268605, -0.99960315]",Coronal,,FSE2D+11,SE,NONE,CANON_MEC,Galan 3T,3,33.000,5076.000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,5,1.2.826.0.1.3680043.8.498.75266919254774703903096233357689465742,35,832,832,"[0.2163, 0.2163]",3.0000,4.0000,4.000000644481736,"[0.99717587, 0.07494952, -0.00478037, -0.07437046, 0.99432427, 0.0760811]",Axial,,FSE2D+10,SE,NONE,CANON_MEC,Galan 3T,3,10.000,325.000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,6,1.2.826.0.1.3680043.8.498.82999681476036202881857678022765229979,35,768,768,"[0.2344, 0.2344]",2.5000,3.5000,3.4999990276679185,"[0.99647403, 0.08367118, -0.0062123, -0.00848721, 0.0268605, -0.99960315]",Coronal,,FSE2D+10,SE,NONE,CANON_MEC,Galan 3T,3,10.000,310.000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,7,1.2.826.0.1.3680043.8.498.98361555428040875788860183899606219732,35,832,832,"[0.2163, 0.2163]",3.0000,4.0000,4.000000644481736,"[0.99717587, 0.07494952, -0.00478037, -0.07437046, 0.99432427, 0.0760811]",Axial,,FSE2D+11,SE,NONE,CANON_MEC,Galan 3T,3,77.000,7355.000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,1,1.2.826.0.1.3680043.8.498.11261251202884490916489531421908521865,30,1024,1024,"[0.1465, 0.1465]",3,4,4.0000030081260665,"[0.99323, -0.11617, 0.0, -0.0, -0.0, -1.0]",Coronal,DummySeriesDesc!,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Architect,3,6.992,777,142.0,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,2,1.2.826.0.1.3680043.8.498.12647596472796287171744368208436290003,136,512,512,"[0.3125, 0.3125]",1.6,0.8,0.7999978804245416,"[0.11745, 0.99295, 0.0162, 0.01707, 0.0143, -0.99975]",Sagittal,DummySeriesDesc!,,GR,"['SS', 'SK']",GE MEDICAL SYSTEMS,SIGNA Architect,3,11.644,35.9,5.0,0,0,0,0,0,0,0
